gX,gY,idx
627.1186440677966,2050.8474576271183,299
627.1186440677966,2135.593220338983,300
627.1186440677966,2474.5762711864404,301
627.1186440677966,2559.3220338983047,302
627.1186440677966,2644.0677966101694,303
627.1186440677966,2728.8135593220336,304
627.1186440677966,2813.559322033898,305
627.1186440677966,2898.3050847457625,306
627.1186440677966,2983.050847457627,307
627.1186440677966,3152.542372881356,308
627.1186440677966,3237.2881355932204,309
627.1186440677966,3406.779661016949,310
627.1186440677966,3491.5254237288136,311
627.1186440677966,3576.2711864406774,312
711.8644067796608,16.949152542372758,313
711.8644067796608,186.4406779661017,314
711.8644067796608,271.18644067796595,315
711.8644067796608,355.9322033898304,316
711.8644067796608,440.6779661016949,317
711.8644067796608,525.4237288135591,318
711.8644067796608,610.1694915254236,319
711.8644067796608,694.9152542372881,320
711.8644067796608,1881.3559322033896,321
711.8644067796608,1966.101694915254,322
711.8644067796608,2050.8474576271183,323
711.8644067796608,2135.593220338983,324
711.8644067796608,2220.338983050847,325
711.8644067796608,2305.0847457627115,326
711.8644067796608,2389.830508474576,327
711.8644067796608,2474.5762711864404,328
711.8644067796608,2559.3220338983047,329
711.8644067796608,2644.0677966101694,330
711.8644067796608,2728.8135593220336,331
711.8644067796608,2813.559322033898,332
711.8644067796608,2898.3050847457625,333
711.8644067796608,2983.050847457627,334
711.8644067796608,3237.2881355932204,335
711.8644067796608,3406.779661016949,336
711.8644067796608,3491.5254237288136,337
711.8644067796608,3576.2711864406774,338
796.6101694915251,16.949152542372758,339
796.6101694915251,101.69491525423724,340
796.6101694915251,186.4406779661017,341
796.6101694915251,271.18644067796595,342
796.6101694915251,355.9322033898304,343
796.6101694915251,440.6779661016949,344
796.6101694915251,525.4237288135591,345
796.6101694915251,610.1694915254236,346
796.6101694915251,694.9152542372881,347
796.6101694915251,1881.3559322033896,348
796.6101694915251,1966.101694915254,349
796.6101694915251,2050.8474576271183,350
796.6101694915251,2135.593220338983,351
796.6101694915251,2220.338983050847,352
796.6101694915251,2305.0847457627115,353
796.6101694915251,2389.830508474576,354
796.6101694915251,2474.5762711864404,355
796.6101694915251,2559.3220338983047,356
796.6101694915251,2644.0677966101694,357
796.6101694915251,2728.8135593220336,358
796.6101694915251,2813.559322033898,359
796.6101694915251,2898.3050847457625,360
796.6101694915251,2983.050847457627,361
796.6101694915251,3152.542372881356,362
796.6101694915251,3406.779661016949,363
796.6101694915251,3491.5254237288136,364
881.3559322033898,16.949152542372758,365
881.3559322033898,101.69491525423724,366
881.3559322033898,186.4406779661017,367
881.3559322033898,271.18644067796595,368
881.3559322033898,355.9322033898304,369
881.3559322033898,440.6779661016949,370
881.3559322033898,525.4237288135591,371
881.3559322033898,610.1694915254236,372
881.3559322033898,1881.3559322033896,373
881.3559322033898,1966.101694915254,374
881.3559322033898,2050.8474576271183,375
881.3559322033898,2135.593220338983,376
881.3559322033898,2220.338983050847,377
881.3559322033898,2305.0847457627115,378
881.3559322033898,2389.830508474576,379
881.3559322033898,2474.5762711864404,380
881.3559322033898,2559.3220338983047,381
881.3559322033898,2644.0677966101694,382
881.3559322033898,2728.8135593220336,383
881.3559322033898,3152.542372881356,384
881.3559322033898,3237.2881355932204,385
881.3559322033898,3322.033898305084,386
881.3559322033898,3406.779661016949,387
966.101694915254,16.949152542372758,388
966.101694915254,440.6779661016949,389
966.101694915254,525.4237288135591,390
966.101694915254,1881.3559322033896,391
966.101694915254,2644.0677966101694,392
966.101694915254,2728.8135593220336,393
966.101694915254,3067.796610169491,394
966.101694915254,3152.542372881356,395
966.101694915254,3237.2881355932204,396
966.101694915254,3322.033898305084,397
966.101694915254,3406.779661016949,398
966.101694915254,3491.5254237288136,399
1050.8474576271185,-661.0169491525423,400
1050.8474576271185,-237.28813559322043,401
1050.8474576271185,-152.54237288135596,402
1050.8474576271185,-67.7966101694916,403
1050.8474576271185,16.949152542372758,404
1050.8474576271185,440.6779661016949,405
1050.8474576271185,525.4237288135591,406
1050.8474576271185,2644.0677966101694,407
1050.8474576271185,2728.8135593220336,408
1050.8474576271185,3152.542372881356,409
1050.8474576271185,3237.2881355932204,410
1050.8474576271185,3322.033898305084,411
1050.8474576271185,3406.779661016949,412
1135.593220338983,-661.0169491525423,413
1135.593220338983,-576.271186440678,414
1135.593220338983,-322.0338983050848,415
1135.593220338983,-152.54237288135596,416
1135.593220338983,-67.7966101694916,417
1135.593220338983,16.949152542372758,418
1135.593220338983,440.6779661016949,419
1135.593220338983,525.4237288135591,420
1135.593220338983,2644.0677966101694,421
1135.593220338983,2728.8135593220336,422
1135.593220338983,2813.559322033898,423
1135.593220338983,2898.3050847457625,424
1135.593220338983,2983.050847457627,425
1135.593220338983,3067.796610169491,426
1135.593220338983,3152.542372881356,427
1135.593220338983,3237.2881355932204,428
1220.3389830508472,-661.0169491525423,429
1220.3389830508472,-576.271186440678,430
1220.3389830508472,-491.5254237288136,431
1220.3389830508472,-406.7796610169492,432
1220.3389830508472,-322.0338983050848,433
1220.3389830508472,-237.28813559322043,434
1220.3389830508472,-152.54237288135596,435
1220.3389830508472,-67.7966101694916,436
1220.3389830508472,16.949152542372758,437
1220.3389830508472,101.69491525423724,438
1220.3389830508472,186.4406779661017,439
1220.3389830508472,271.18644067796595,440
1220.3389830508472,355.9322033898304,441
1220.3389830508472,440.6779661016949,442
1220.3389830508472,525.4237288135591,443
1220.3389830508472,2644.0677966101694,444
1220.3389830508472,2728.8135593220336,445
1220.3389830508472,2813.559322033898,446
1220.3389830508472,2898.3050847457625,447
1220.3389830508472,2983.050847457627,448
1220.3389830508472,3067.796610169491,449
1220.3389830508472,3152.542372881356,450
1220.3389830508472,3237.2881355932204,451
1305.0847457627117,-322.0338983050848,452
1305.0847457627117,101.69491525423724,453
1305.0847457627117,186.4406779661017,454
1305.0847457627117,271.18644067796595,455
1305.0847457627117,355.9322033898304,456
1305.0847457627117,440.6779661016949,457
1305.0847457627117,525.4237288135591,458
1305.0847457627117,610.1694915254236,459
1305.0847457627117,694.9152542372881,460
1305.0847457627117,779.6610169491523,461
1305.0847457627117,1203.3898305084745,462
1305.0847457627117,2644.0677966101694,463
1305.0847457627117,2728.8135593220336,464
1305.0847457627117,2813.559322033898,465
1305.0847457627117,2898.3050847457625,466
1305.0847457627117,2983.050847457627,467
1305.0847457627117,3152.542372881356,468
1305.0847457627117,3237.2881355932204,469
1389.8305084745762,-322.0338983050848,470
1389.8305084745762,-67.7966101694916,471
1389.8305084745762,16.949152542372758,472
1389.8305084745762,101.69491525423724,473
1389.8305084745762,186.4406779661017,474
1389.8305084745762,271.18644067796595,475
1389.8305084745762,355.9322033898304,476
1389.8305084745762,440.6779661016949,477
1389.8305084745762,525.4237288135591,478
1389.8305084745762,610.1694915254236,479
1389.8305084745762,694.9152542372881,480
1389.8305084745762,779.6610169491523,481
1389.8305084745762,864.4067796610168,482
1389.8305084745762,949.1525423728812,483
1389.8305084745762,1033.8983050847455,484
1389.8305084745762,1118.6440677966102,485
1389.8305084745762,1203.3898305084745,486
1389.8305084745762,2728.8135593220336,487
1389.8305084745762,2813.559322033898,488
1389.8305084745762,2898.3050847457625,489
1474.5762711864404,-322.0338983050848,490
1474.5762711864404,-67.7966101694916,491
1474.5762711864404,16.949152542372758,492
1474.5762711864404,101.69491525423724,493
1474.5762711864404,186.4406779661017,494
1474.5762711864404,271.18644067796595,495
1474.5762711864404,355.9322033898304,496
1474.5762711864404,440.6779661016949,497
1474.5762711864404,525.4237288135591,498
1474.5762711864404,610.1694915254236,499
1474.5762711864404,694.9152542372881,500
1474.5762711864404,779.6610169491523,501
1474.5762711864404,864.4067796610168,502
1474.5762711864404,949.1525423728812,503
1474.5762711864404,1033.8983050847455,504
1474.5762711864404,1118.6440677966102,505
1474.5762711864404,1203.3898305084745,506
1474.5762711864404,2728.8135593220336,507
1474.5762711864404,2813.559322033898,508
1474.5762711864404,2898.3050847457625,509
1559.3220338983049,-322.0338983050848,510
1559.3220338983049,-67.7966101694916,511
1559.3220338983049,16.949152542372758,512
1559.3220338983049,101.69491525423724,513
1559.3220338983049,1033.8983050847455,514
1559.3220338983049,1118.6440677966102,515
1559.3220338983049,1203.3898305084745,516
1559.3220338983049,2728.8135593220336,517
1559.3220338983049,2813.559322033898,518
1559.3220338983049,2898.3050847457625,519
1559.3220338983049,2983.050847457627,520
1644.0677966101694,-322.0338983050848,521
1644.0677966101694,-67.7966101694916,522
1644.0677966101694,16.949152542372758,523
1644.0677966101694,101.69491525423724,524
1644.0677966101694,1033.8983050847455,525
1644.0677966101694,1118.6440677966102,526
1644.0677966101694,1203.3898305084745,527
1644.0677966101694,1627.1186440677966,528
1644.0677966101694,1711.8644067796608,529
1644.0677966101694,1796.610169491525,530
1644.0677966101694,1881.3559322033896,531
1644.0677966101694,1966.101694915254,532
1644.0677966101694,2050.8474576271183,533
1644.0677966101694,2135.593220338983,534
1644.0677966101694,2220.338983050847,535
1644.0677966101694,2305.0847457627115,536
1644.0677966101694,2389.830508474576,537
1644.0677966101694,2474.5762711864404,538
1644.0677966101694,2559.3220338983047,539
1644.0677966101694,2644.0677966101694,540
1644.0677966101694,2728.8135593220336,541
1644.0677966101694,2813.559322033898,542
1644.0677966101694,2898.3050847457625,543
1644.0677966101694,2983.050847457627,544
1728.8135593220336,-322.0338983050848,545
1728.8135593220336,-67.7966101694916,546
1728.8135593220336,16.949152542372758,547
1728.8135593220336,101.69491525423724,548
1728.8135593220336,1033.8983050847455,549
1728.8135593220336,1118.6440677966102,550
1728.8135593220336,1203.3898305084745,551
1728.8135593220336,1627.1186440677966,552
1728.8135593220336,1796.610169491525,553
1728.8135593220336,1881.3559322033896,554
1728.8135593220336,2305.0847457627115,555
1728.8135593220336,2474.5762711864404,556
1728.8135593220336,2559.3220338983047,557
1728.8135593220336,2644.0677966101694,558
1728.8135593220336,2728.8135593220336,559
1728.8135593220336,2813.559322033898,560
1728.8135593220336,2898.3050847457625,561
1728.8135593220336,2983.050847457627,562
1813.5593220338976,-322.0338983050848,563
1813.5593220338976,-67.7966101694916,564
1813.5593220338976,16.949152542372758,565
1813.5593220338976,101.69491525423724,566
1813.5593220338976,186.4406779661017,567
1813.5593220338976,271.18644067796595,568
1813.5593220338976,355.9322033898304,569
1813.5593220338976,440.6779661016949,570
1813.5593220338976,525.4237288135591,571
1813.5593220338976,610.1694915254236,572
1813.5593220338976,694.9152542372881,573
1813.5593220338976,1033.8983050847455,574
1813.5593220338976,1118.6440677966102,575
1813.5593220338976,1203.3898305084745,576
1813.5593220338976,1288.1355932203387,577
1813.5593220338976,1372.8813559322034,578
1813.5593220338976,1457.6271186440677,579
1813.5593220338976,1542.372881355932,580
1813.5593220338976,1627.1186440677966,581
1813.5593220338976,1711.8644067796608,582
1813.5593220338976,1881.3559322033896,583
1813.5593220338976,2220.338983050847,584
1813.5593220338976,2305.0847457627115,585
1813.5593220338976,2389.830508474576,586
1813.5593220338976,2474.5762711864404,587
1813.5593220338976,2559.3220338983047,588
1813.5593220338976,2644.0677966101694,589
1813.5593220338976,2728.8135593220336,590
1813.5593220338976,2813.559322033898,591
1813.5593220338976,2898.3050847457625,592
1813.5593220338976,2983.050847457627,593
1898.3050847457623,-322.0338983050848,594
1898.3050847457623,-237.28813559322043,595
1898.3050847457623,-152.54237288135596,596
1898.3050847457623,-67.7966101694916,597
1898.3050847457623,16.949152542372758,598
1898.3050847457623,101.69491525423724,599
1898.3050847457623,271.18644067796595,600
1898.3050847457623,355.9322033898304,601
1898.3050847457623,440.6779661016949,602
1898.3050847457623,525.4237288135591,603
1898.3050847457623,610.1694915254236,604
1898.3050847457623,1033.8983050847455,605
1898.3050847457623,1118.6440677966102,606
1898.3050847457623,1203.3898305084745,607
1898.3050847457623,1627.1186440677966,608
1898.3050847457623,1711.8644067796608,609
1898.3050847457623,1796.610169491525,610
1898.3050847457623,1881.3559322033896,611
1898.3050847457623,2220.338983050847,612
1898.3050847457623,2305.0847457627115,613
1898.3050847457623,2389.830508474576,614
1898.3050847457623,2474.5762711864404,615
1898.3050847457623,2644.0677966101694,616
1898.3050847457623,2728.8135593220336,617
1898.3050847457623,2813.559322033898,618
1898.3050847457623,2898.3050847457625,619
1983.0508474576268,-237.28813559322043,620
1983.0508474576268,-152.54237288135596,621
1983.0508474576268,-67.7966101694916,622
1983.0508474576268,16.949152542372758,623
1983.0508474576268,101.69491525423724,624
1983.0508474576268,186.4406779661017,625
1983.0508474576268,271.18644067796595,626
1983.0508474576268,355.9322033898304,627
1983.0508474576268,440.6779661016949,628
1983.0508474576268,525.4237288135591,629
1983.0508474576268,610.1694915254236,630
1983.0508474576268,694.9152542372881,631
1983.0508474576268,1033.8983050847455,632
1983.0508474576268,1118.6440677966102,633
1983.0508474576268,1203.3898305084745,634
1983.0508474576268,1627.1186440677966,635
1983.0508474576268,1796.610169491525,636
1983.0508474576268,1881.3559322033896,637
1983.0508474576268,2305.0847457627115,638
1983.0508474576268,2389.830508474576,639
1983.0508474576268,2474.5762711864404,640
1983.0508474576268,2559.3220338983047,641
1983.0508474576268,2644.0677966101694,642
1983.0508474576268,2728.8135593220336,643
1983.0508474576268,2813.559322033898,644
1983.0508474576268,2898.3050847457625,645
1983.0508474576268,2983.050847457627,646
2067.796610169491,-491.5254237288136,647
2067.796610169491,-406.7796610169492,648
2067.796610169491,-322.0338983050848,649
2067.796610169491,-237.28813559322043,650
2067.796610169491,-152.54237288135596,651
2067.796610169491,-67.7966101694916,652
2067.796610169491,16.949152542372758,653
2067.796610169491,101.69491525423724,654
2067.796610169491,186.4406779661017,655
2067.796610169491,271.18644067796595,656
2067.796610169491,355.9322033898304,657
2067.796610169491,440.6779661016949,658
2067.796610169491,525.4237288135591,659
2067.796610169491,610.1694915254236,660
2067.796610169491,694.9152542372881,661
2067.796610169491,1033.8983050847455,662
2067.796610169491,1118.6440677966102,663
2067.796610169491,1203.3898305084745,664
2067.796610169491,1627.1186440677966,665
2067.796610169491,1711.8644067796608,666
2067.796610169491,1796.610169491525,667
2067.796610169491,1881.3559322033896,668
2152.542372881356,-491.5254237288136,669
2152.542372881356,-406.7796610169492,670
2152.542372881356,-322.0338983050848,671
2152.542372881356,-237.28813559322043,672
2152.542372881356,-152.54237288135596,673
2152.542372881356,-67.7966101694916,674
2152.542372881356,16.949152542372758,675
2152.542372881356,101.69491525423724,676
2152.542372881356,186.4406779661017,677
2152.542372881356,271.18644067796595,678
2152.542372881356,355.9322033898304,679
2152.542372881356,440.6779661016949,680
2152.542372881356,525.4237288135591,681
2152.542372881356,610.1694915254236,682
2152.542372881356,694.9152542372881,683
2152.542372881356,1033.8983050847455,684
2152.542372881356,1118.6440677966102,685
2152.542372881356,1203.3898305084745,686
2152.542372881356,1627.1186440677966,687
2152.542372881356,1796.610169491525,688
2152.542372881356,1881.3559322033896,689
2237.2881355932204,-491.5254237288136,690
2237.2881355932204,-406.7796610169492,691
2237.2881355932204,-322.0338983050848,692
2237.2881355932204,-237.28813559322043,693
2237.2881355932204,-152.54237288135596,694
2237.2881355932204,-67.7966101694916,695
2237.2881355932204,16.949152542372758,696
2237.2881355932204,101.69491525423724,697
2237.2881355932204,186.4406779661017,698
2237.2881355932204,271.18644067796595,699
2237.2881355932204,355.9322033898304,700
2237.2881355932204,440.6779661016949,701
2237.2881355932204,525.4237288135591,702
2237.2881355932204,610.1694915254236,703
2237.2881355932204,694.9152542372881,704
2237.2881355932204,779.6610169491523,705
2237.2881355932204,864.4067796610168,706
2237.2881355932204,949.1525423728812,707
2237.2881355932204,1033.8983050847455,708
2237.2881355932204,1118.6440677966102,709
2237.2881355932204,1203.3898305084745,710
2237.2881355932204,1627.1186440677966,711
2237.2881355932204,1796.610169491525,712
2237.2881355932204,1881.3559322033896,713
2237.2881355932204,1966.101694915254,714
2322.033898305084,-491.5254237288136,715
2322.033898305084,-406.7796610169492,716
2322.033898305084,-322.0338983050848,717
2322.033898305084,-237.28813559322043,718
2322.033898305084,-152.54237288135596,719
2322.033898305084,-67.7966101694916,720
2322.033898305084,16.949152542372758,721
2322.033898305084,101.69491525423724,722
2322.033898305084,186.4406779661017,723
2322.033898305084,271.18644067796595,724
2322.033898305084,355.9322033898304,725
2322.033898305084,440.6779661016949,726
2322.033898305084,525.4237288135591,727
2322.033898305084,610.1694915254236,728
2322.033898305084,694.9152542372881,729
2322.033898305084,779.6610169491523,730
2322.033898305084,864.4067796610168,731
2322.033898305084,949.1525423728812,732
2322.033898305084,1033.8983050847455,733
2322.033898305084,1118.6440677966102,734
2322.033898305084,1203.3898305084745,735
2322.033898305084,1457.6271186440677,736
2322.033898305084,1542.372881355932,737
2322.033898305084,1627.1186440677966,738
