player_name,rating_2.0,DPR,KAST,Impact,ADR,KPR,total_kills,HS%,total_deaths,KD_ratio,dmgPR,grenade_dmgPR,maps_played,rounds_played,APR,saved_by_teammatePR,saved_teammatesPR,rounds_with_kils,KD_diff,total_opening_kills,total_opening_deaths,opening_kill_ratio,opening_kill_rating,team_W%_after_opening,opening_kill_in_W_rounds,0_kill_rounds,1_kill_rounds,2_kill_rounds,3_kill_rounds,4_kill_rounds,5_kill_rounds,rifle_kills,sniper_kills,smg_kills,pistol_kills,grenade_kills,other_kills,maps_W%,rating_2.0_1+,rating_2.0_1+_streak,rating_1.0_all_Career,clutches_won_1on1,clutches_lost_1on1,clutches_won_1on2,clutches_won_1on3,clutches_won_1on4,clutches_won_1on5
ZywOo,0.951219512,0.186046512,0.922580645,0.887850467,0.791322314,0.888888889,0.540604717,0.343570058,0.383631319,0.886956522,0.791322314,0.133333333,0.188405797,0.48267535,0.3125,0.388888889,0.666666667,0.534691897,0.841654779,0.509803922,0.249814126,0.700483092,0.790123457,0.71,0.564564565,0.41772411,0.499431603,0.532877882,0.539845758,0.523255814,0.571428571,0.273450245,0.416398243,0.109546166,0.560874089,0.480769231,0.072072072,0.721333333,0.834,0.606060606,1.0,0.538461538,0.538461538,0.444444444,0.538461538,0.0,0.0
s1mple,0.926829268,0.23255814,0.84516129,0.906542056,0.80785124,0.944444444,0.480607883,0.351247601,0.344636252,0.869565217,0.80785124,0.106666667,0.161835749,0.416578424,0.25,0.444444444,0.611111111,0.477923338,0.781740371,0.464349376,0.249814126,0.628019324,0.802469136,0.766,0.603603604,0.346295538,0.448654793,0.472245944,0.496143959,0.430232558,0.285714286,0.237357259,0.385065886,0.117370892,0.452653486,0.326923077,0.216216216,0.829333333,0.83,1.0,0.928571489,0.435897436,0.435897436,0.288888889,0.461538462,0.4,0.0
sh1ro,0.963414634,0.023255814,0.964516129,0.813084112,0.731404959,0.87037037,0.398765237,0.153550864,0.25647349,1.0,0.731404959,0.133333333,0.143719807,0.362839243,0.25,0.388888889,0.555555556,0.402231926,0.807893485,0.323529412,0.12267658,0.937198068,0.716049383,0.786,0.489489489,0.313139582,0.386510042,0.391972673,0.362467866,0.418604651,0.214285714,0.137030995,0.398535871,0.13771518,0.383975026,0.307692308,0.198198198,0.877333333,0.875,0.939393939,0.880952482,0.384615385,0.384615385,0.466666667,0.307692308,0.6,0.0
deko,0.87804878,0.186046512,0.832258065,0.775700935,0.762396694,0.851851852,0.588570524,0.303262956,0.432336621,0.843478261,0.762396694,0.166666667,0.206521739,0.538341885,0.375,0.444444444,0.555555556,0.594614265,0.835473134,0.450980392,0.220817844,0.700483092,0.654320988,0.759,0.471471471,0.46766271,0.566502463,0.596071734,0.542416452,0.523255814,0.214285714,0.25591354,0.509516837,0.150234742,0.607700312,0.413461538,0.144144144,0.768,0.75,0.333333333,0.833333475,0.653846154,0.653846154,0.355555556,0.846153846,0.2,0.0
m0NESY,0.829268293,0.186046512,0.838709677,0.757009346,0.611570248,0.777777778,0.430900744,0.270633397,0.330147965,0.791304348,0.611570248,0.086666667,0.163043478,0.416238303,0.125,0.444444444,0.555555556,0.443716642,0.677127913,0.418003565,0.192565056,0.753623188,0.765432099,0.768,0.546546547,0.374539501,0.437665782,0.423569599,0.36503856,0.406976744,0.142857143,0.141721044,0.467642753,0.043818466,0.403746098,0.192307692,0.108108108,0.784,0.728,0.272727273,0.809523972,0.333333333,0.333333333,0.4,0.384615385,0.6,0.0
smooya,0.890243902,0.279069767,0.829032258,0.85046729,0.79338843,0.888888889,0.471268007,0.186180422,0.358353884,0.8,0.79338843,0.106666667,0.164251208,0.421566871,0.3125,0.444444444,0.611111111,0.46797671,0.711364717,0.415329768,0.221561338,0.632850242,0.728395062,0.724,0.543543544,0.363692182,0.43160288,0.490179334,0.460154242,0.418604651,0.142857143,0.21451876,0.398535871,0.089201878,0.511966701,0.201923077,0.054054054,0.681333333,0.752,0.363636364,0.785714184,0.307692308,0.307692308,0.444444444,0.461538462,0.4,0.0
w0nderful,0.829268293,0.139534884,0.906451613,0.644859813,0.640495868,0.759259259,0.251543454,0.203454894,0.189272503,0.808695652,0.640495868,0.123333333,0.096618357,0.249238695,0.1875,0.5,0.611111111,0.269771955,0.572990965,0.197860963,0.085501859,0.806763285,0.641975309,0.717,0.426426426,0.219811707,0.28154604,0.243381725,0.172236504,0.162790698,0.285714286,0.088295269,0.256515373,0.040688576,0.25182102,0.192307692,0.045045045,0.708,0.765,0.515151515,0.785714184,0.230769231,0.230769231,0.155555556,0.230769231,0.0,0.0
degster,0.853658537,0.162790698,0.877419355,0.728971963,0.671487603,0.814814815,0.439607409,0.280230326,0.323982737,0.834782609,0.671487603,0.076666667,0.163043478,0.415217938,0.125,0.444444444,0.555555556,0.454391072,0.722301474,0.395721925,0.173977695,0.792270531,0.740740741,0.735,0.507507508,0.363692182,0.45585449,0.40734415,0.40874036,0.360465116,0.285714286,0.194535073,0.42079063,0.018779343,0.364203954,0.259615385,0.18018018,0.784,0.765,0.545454545,0.785714184,0.307692308,0.307692308,0.311111111,0.076923077,0.2,0.0
kaze,0.817073171,0.11627907,0.858064516,0.700934579,0.597107438,0.740740741,0.288744657,0.209213052,0.215782984,0.817391304,0.597107438,0.11,0.115942029,0.288012535,0.1875,0.5,0.555555556,0.298398836,0.602948169,0.245989305,0.115241636,0.739130435,0.666666667,0.805,0.483483483,0.265656979,0.299734748,0.266438941,0.275064267,0.186046512,0.357142857,0.106443719,0.289604685,0.050078247,0.280957336,0.163461538,0.099099099,0.838666667,0.711,0.333333333,0.761904681,0.256410256,0.256410256,0.422222222,0.307692308,0.0,0.0
XANTARES,0.951219512,0.348837209,0.822580645,0.981308411,0.97107438,0.888888889,0.748614849,0.598848369,0.596177559,0.756521739,0.97107438,0.263333333,0.263285024,0.670989232,0.6875,0.5,0.555555556,0.73556526,0.810746553,0.824420677,0.495910781,0.550724638,0.851851852,0.762,0.672672673,0.588211216,0.676392573,0.750640478,0.755784062,0.813953488,0.357142857,0.79812398,0.013469985,0.139280125,0.634755463,0.75,0.153153153,0.792,0.813,0.484848485,0.761904681,0.358974359,0.358974359,0.311111111,0.153846154,0.0,0.0
sterling,0.670731707,0.302325581,0.696774194,0.61682243,0.555785124,0.666666667,0.312648409,0.251439539,0.285758323,0.617391304,0.555785124,0.146666667,0.13647343,0.329393972,0.1875,0.444444444,0.5,0.329451722,0.458868283,0.272727273,0.142750929,0.647342995,0.62962963,0.782,0.528528529,0.314162914,0.337627889,0.294619983,0.251928021,0.279069767,0.071428571,0.143964111,0.267349927,0.037558685,0.327783559,0.201923077,0.063063063,0.561333333,0.509,0.151515152,0.738095177,0.307692308,0.307692308,0.288888889,0.307692308,0.0,0.0
SENSEi,0.902439024,0.046511628,0.903225806,0.76635514,0.671487603,0.777777778,0.606933671,0.186180422,0.420622688,0.913043478,0.671487603,0.13,0.22826087,0.589360096,0.25,0.388888889,0.5,0.639980592,0.926771279,0.58912656,0.220074349,0.956521739,0.790123457,0.748,0.546546547,0.521489971,0.645699128,0.606319385,0.491002571,0.372093023,0.142857143,0.181076672,0.665885798,0.109546166,0.580645161,0.432692308,0.09009009,0.793333333,0.811,0.666666667,0.738095177,0.679487179,0.679487179,0.644444444,0.769230769,0.0,0.0
DANK1NG,0.865853659,0.255813953,0.777419355,0.85046729,0.743801653,0.851851852,0.268956783,0.262955854,0.204839704,0.8,0.743801653,0.076666667,0.099033816,0.247538088,0.1875,0.444444444,0.5,0.272683164,0.577270566,0.278966132,0.139776952,0.68115942,0.827160494,0.736,0.618618619,0.214285714,0.264873058,0.260461144,0.241645244,0.302325581,0.071428571,0.092373573,0.26852123,0.082942097,0.277835588,0.096153846,0.108108108,0.738666667,0.711,0.545454545,0.738095177,0.205128205,0.205128205,0.222222222,0.307692308,0.2,0.0
dev1ce,0.987804878,0.255813953,0.916129032,0.990654206,0.857438017,0.925925926,0.052556593,0.291746641,0.036991369,0.843478261,0.857438017,0.2,0.016908213,0.046866462,0.5,0.444444444,0.611111111,0.052401747,0.445078459,0.057040998,0.020074349,1.0,0.950617284,0.738,0.633633634,0.037863283,0.04812429,0.057216055,0.051413882,0.034883721,0.0,0.026916803,0.040702782,0.007824726,0.058272633,0.028846154,0.045045045,0.8,0.8,0.181818182,0.738095177,0.038461538,0.038461538,0.088888889,0.0,0.0,0.0
try,0.780487805,0.209302326,0.764516129,0.710280374,0.592975207,0.722222222,0.340351433,0.211132438,0.277435265,0.730434783,0.592975207,0.123333333,0.132850242,0.342885454,0.125,0.5,0.5,0.353954391,0.567760342,0.329768271,0.173234201,0.647342995,0.716049383,0.72,0.525525526,0.31784691,0.354300872,0.33646456,0.254498715,0.337209302,0.214285714,0.116231648,0.364568082,0.051643192,0.299687825,0.211538462,0.081081081,0.685333333,0.694,0.242424242,0.738095177,0.243589744,0.243589744,0.288888889,0.153846154,0.2,0.0
blameF,0.914634146,0.255813953,0.825806452,0.887850467,0.902892562,0.87037037,0.642551844,0.322456814,0.487053021,0.808695652,0.902892562,0.263333333,0.224637681,0.581990799,0.5,0.333333333,0.5,0.643619602,0.828815977,0.61942959,0.314498141,0.671497585,0.790123457,0.786,0.633633634,0.50511666,0.617658204,0.605465414,0.658097686,0.593023256,0.571428571,0.66680261,0.005270864,0.219092332,0.572320499,0.846153846,0.234234234,0.705333333,0.813,0.606060606,0.714285674,0.5,0.5,0.644444444,0.615384615,0.2,0.0
NiKo,0.890243902,0.325581395,0.793548387,0.897196262,0.896694215,0.833333333,0.44071553,0.539347409,0.361128237,0.72173913,0.896694215,0.22,0.161835749,0.412837089,0.5,0.444444444,0.444444444,0.442261038,0.611031859,0.483957219,0.308550186,0.512077295,0.802469136,0.768,0.636636637,0.369627507,0.422508526,0.427839453,0.431876607,0.418604651,0.285714286,0.450652529,0.016691069,0.056338028,0.471383975,0.307692308,0.153153153,0.790666667,0.785,0.303030303,0.714285674,0.358974359,0.358974359,0.266666667,0.076923077,0.0,0.0
regali,0.865853659,0.186046512,0.858064516,0.794392523,0.667355372,0.851851852,0.487889821,0.259117083,0.356966708,0.843478261,0.667355372,0.11,0.166666667,0.446395734,0.125,0.5,0.722222222,0.483503154,0.765572991,0.395721925,0.194795539,0.695652174,0.679012346,0.762,0.489489489,0.395415473,0.449412656,0.492741247,0.4781491,0.465116279,0.357142857,0.19677814,0.456808199,0.050078247,0.513007284,0.375,0.171171171,0.796,0.77,0.303030303,0.69047617,0.717948718,0.717948718,0.577777778,0.230769231,0.0,0.0
saffee,0.670731707,0.255813953,0.741935484,0.588785047,0.506198347,0.666666667,0.340826342,0.172744722,0.305178792,0.634782609,0.506198347,0.08,0.146135266,0.362159,0.1875,0.5,0.5,0.354682193,0.483594864,0.266488414,0.184386617,0.458937198,0.543209877,0.773,0.411411411,0.352026197,0.358469117,0.310845431,0.344473008,0.197674419,0.142857143,0.167822186,0.284919473,0.098591549,0.295525494,0.144230769,0.054054054,0.754666667,0.59,0.303030303,0.69047617,0.269230769,0.269230769,0.222222222,0.384615385,0.0,0.0
KSCERATO,0.829268293,0.186046512,0.835483871,0.719626168,0.737603306,0.740740741,0.365046699,0.447216891,0.286374846,0.765217391,0.737603306,0.2,0.146135266,0.362159,0.4375,0.388888889,0.5,0.369238234,0.614360437,0.271836007,0.15464684,0.584541063,0.580246914,0.797,0.432432432,0.339746214,0.354679803,0.36293766,0.334190231,0.337209302,0.214285714,0.375611746,0.01522694,0.123630673,0.305931322,0.432692308,0.126126126,0.754666667,0.713,0.545454545,0.69047617,0.307692308,0.307692308,0.333333333,0.384615385,0.4,0.0
BnTeT,0.658536585,0.302325581,0.806451613,0.514018692,0.588842975,0.611111111,0.181256926,0.339731286,0.172780518,0.573913043,0.588842975,0.18,0.080917874,0.20196182,0.4375,0.555555556,0.611111111,0.189471131,0.412743699,0.10516934,0.095910781,0.323671498,0.382716049,0.697,0.267267267,0.202210397,0.194012884,0.160546541,0.18251928,0.11627907,0.071428571,0.180872757,0.006734993,0.095461659,0.167533819,0.173076923,0.054054054,0.784,0.559,0.181818182,0.69047617,0.115384615,0.115384615,0.133333333,0.076923077,0.0,0.0
JamYoung,0.829268293,0.23255814,0.85483871,0.710280374,0.743801653,0.777777778,0.295868292,0.754318618,0.237207152,0.747826087,0.743801653,0.126666667,0.115942029,0.288012535,0.4375,0.5,0.611111111,0.29645803,0.558250119,0.189839572,0.146468401,0.400966184,0.481481481,0.724,0.336336336,0.26729431,0.287987874,0.270708796,0.285347044,0.372093023,0.214285714,0.29812398,0.012298682,0.107981221,0.287200832,0.230769231,0.117117117,0.838666667,0.701,0.303030303,0.69047617,0.230769231,0.230769231,0.288888889,0.230769231,0.2,0.0
torzsi,0.743902439,0.162790698,0.751612903,0.663551402,0.54338843,0.685185185,0.448472376,0.149712092,0.366831073,0.72173913,0.54338843,0.076666667,0.187198068,0.466236149,0.125,0.444444444,0.5,0.468704512,0.616737993,0.421568627,0.217843866,0.657004831,0.679012346,0.745,0.489489489,0.443716742,0.477074649,0.420153715,0.367609254,0.38372093,0.428571429,0.14865416,0.481112738,0.023474178,0.443288241,0.240384615,0.189189189,0.794666667,0.66,0.424242424,0.666666667,0.384615385,0.384615385,0.466666667,0.307692308,0.4,0.0
Jame,0.768292683,0.0,0.890322581,0.588785047,0.460743802,0.62962963,0.344942219,0.07293666,0.258477189,0.817391304,0.460743802,0.146666667,0.152173913,0.377804584,0.0625,0.333333333,0.444444444,0.372877244,0.640038041,0.303030303,0.123420074,0.8647343,0.641975309,0.801,0.465465465,0.36492018,0.388025767,0.34500427,0.241645244,0.162790698,0.142857143,0.076060359,0.40966325,0.120500782,0.305931322,0.355769231,0.117117117,0.788,0.654,0.424242424,0.666666667,0.397435897,0.397435897,0.333333333,0.615384615,0.0,0.0
Woro2k,0.841463415,0.255813953,0.767741935,0.803738318,0.737603306,0.851851852,0.589836948,0.239923225,0.455456227,0.791304348,0.737603306,0.093333333,0.214975845,0.545144314,0.25,0.388888889,0.5,0.60359049,0.767950547,0.531194296,0.23866171,0.77294686,0.75308642,0.779,0.537537538,0.472370037,0.580143994,0.617421008,0.501285347,0.406976744,0.357142857,0.269779772,0.536456808,0.057902973,0.522372529,0.317307692,0.144144144,0.849333333,0.726,0.333333333,0.666666667,0.461538462,0.461538462,0.533333333,0.384615385,0.4,0.0
coldzera,0.646341463,0.325581395,0.722580645,0.551401869,0.582644628,0.611111111,0.31059047,0.537428023,0.301171393,0.565217391,0.582644628,0.11,0.134057971,0.345606425,0.375,0.444444444,0.5,0.332362931,0.405135521,0.234402852,0.202230483,0.347826087,0.469135802,0.739,0.378378378,0.340974212,0.342932929,0.303159693,0.246786632,0.174418605,0.0,0.32096248,0.012298682,0.042253521,0.321540062,0.134615385,0.108108108,0.690666667,0.482,0.181818182,0.666666667,0.243589744,0.243589744,0.244444444,0.076923077,0.0,0.0
frozen,0.829268293,0.162790698,0.870967742,0.710280374,0.714876033,0.722222222,0.472376128,0.522072937,0.371917386,0.765217391,0.714876033,0.216666667,0.190821256,0.4755328,0.4375,0.444444444,0.555555556,0.487142164,0.672848312,0.383244207,0.26394052,0.463768116,0.580246914,0.747,0.435435435,0.44494474,0.478969307,0.467122118,0.434447301,0.290697674,0.285714286,0.492659054,0.00556369,0.076682316,0.466181061,0.605769231,0.135135135,0.805333333,0.723,0.484848485,0.666666667,0.333333333,0.333333333,0.4,0.307692308,0.0,0.0
Jimpphat,0.780487805,0.279069767,0.841935484,0.644859813,0.73553719,0.777777778,0.392274814,0.591170825,0.322749692,0.72173913,0.73553719,0.17,0.148550725,0.381432546,0.4375,0.5,0.611111111,0.394953906,0.583927722,0.213903743,0.15464684,0.434782609,0.432098765,0.776,0.321321321,0.352844863,0.379310345,0.387702818,0.336760925,0.441860465,0.357142857,0.402120718,0.003806735,0.120500782,0.394380853,0.423076923,0.063063063,0.72,0.71,0.393939394,0.666666667,0.371794872,0.371794872,0.466666667,0.384615385,0.4,0.0
oskar,0.804878049,0.325581395,0.761290323,0.775700935,0.714876033,0.796296296,0.129808453,0.247600768,0.107274969,0.704347826,0.714876033,0.12,0.047101449,0.124867636,0.1875,0.388888889,0.444444444,0.136584182,0.460294817,0.142602496,0.081040892,0.584541063,0.814814815,0.671,0.588588589,0.107654523,0.13944676,0.122971819,0.11311054,0.081395349,0.071428571,0.033442088,0.14465593,0.042253521,0.136316337,0.038461538,0.063063063,0.6,0.65,0.212121212,0.642857163,0.064102564,0.064102564,0.044444444,0.076923077,0.0,0.0
mhL,0.841463415,0.279069767,0.780645161,0.822429907,0.756198347,0.833333333,0.530948235,0.165067179,0.422472256,0.756521739,0.756198347,0.11,0.194444444,0.495373215,0.375,0.444444444,0.555555556,0.538088307,0.692819781,0.5,0.255762082,0.666666667,0.75308642,0.714,0.51951952,0.437781416,0.510799545,0.543125534,0.529562982,0.325581395,0.071428571,0.189233279,0.529721816,0.070422535,0.57648283,0.278846154,0.108108108,0.814666667,0.747,0.303030303,0.642857163,0.282051282,0.282051282,0.288888889,0.384615385,0.4,0.0
INS,0.87804878,0.348837209,0.783870968,0.869158879,0.904958678,0.833333333,0.303941744,0.439539347,0.250308261,0.713043478,0.904958678,0.346666667,0.120772947,0.283590956,0.75,0.555555556,0.555555556,0.302765648,0.542082739,0.272727273,0.205204461,0.415458937,0.654320988,0.775,0.510510511,0.253990995,0.28419856,0.301451751,0.313624679,0.244186047,0.214285714,0.298327896,0.012884334,0.129890454,0.300728408,0.423076923,0.081081081,0.870666667,0.733,0.424242424,0.642857163,0.243589744,0.243589744,0.244444444,0.076923077,0.0,0.0
dgt,0.853658537,0.139534884,0.870967742,0.682242991,0.758264463,0.814814815,0.406680386,0.522072937,0.297009864,0.852173913,0.758264463,0.153333333,0.148550725,0.383473274,0.3125,0.388888889,0.611111111,0.422367783,0.706609605,0.272727273,0.156877323,0.579710145,0.555555556,0.792,0.405405405,0.333401555,0.417961349,0.403928266,0.372750643,0.220930233,0.142857143,0.447593801,0.005856515,0.039123631,0.30905307,0.365384615,0.108108108,0.817333333,0.758,0.575757576,0.642857163,0.307692308,0.307692308,0.133333333,0.384615385,0.0,0.0
kennyS,0.597560976,0.372093023,0.625806452,0.570093458,0.52892562,0.611111111,0.085325313,0.280230326,0.084926017,0.530434783,0.52892562,0.103333333,0.036231884,0.095617196,0.3125,0.555555556,0.611111111,0.089519651,0.395625297,0.067736185,0.061710037,0.323671498,0.481481481,0.74,0.432432432,0.094555874,0.089427814,0.087105038,0.071979434,0.046511628,0.0,0.038336052,0.072913616,0.010954617,0.097814776,0.048076923,0.018018018,0.558666667,0.516,0.151515152,0.642857163,0.051282051,0.051282051,0.088888889,0.0,0.0,0.0
zevy,0.890243902,0.23255814,0.864516129,0.831775701,0.75,0.888888889,0.318980529,0.19193858,0.233970407,0.843478261,0.75,0.103333333,0.112318841,0.286878797,0.3125,0.444444444,0.611111111,0.317321689,0.637660485,0.265597148,0.146468401,0.608695652,0.691358025,0.769,0.498498498,0.247646336,0.29215612,0.337318531,0.30848329,0.23255814,0.214285714,0.150693312,0.281405564,0.025039124,0.29760666,0.211538462,0.063063063,0.893333333,0.777,0.484848485,0.642857163,0.192307692,0.192307692,0.222222222,0.230769231,0.0,0.0
ropz,0.792682927,0.186046512,0.816129032,0.691588785,0.642561983,0.740740741,0.509893937,0.558541267,0.405209618,0.756521739,0.642561983,0.08,0.195652174,0.505690231,0.1875,0.333333333,0.5,0.520378457,0.682834047,0.40285205,0.248327138,0.531400966,0.592592593,0.777,0.438438438,0.471346705,0.505115574,0.499573015,0.503856041,0.337209302,0.214285714,0.507340946,0.059736457,0.13771518,0.438085328,0.221153846,0.108108108,0.866666667,0.663,0.242424242,0.642857163,0.346153846,0.346153846,0.555555556,0.461538462,0.2,0.0
h4rn,0.890243902,0.162790698,0.877419355,0.813084112,0.704545455,0.814814815,0.518283996,0.103646833,0.379623921,0.843478261,0.704545455,0.12,0.189613527,0.488003918,0.1875,0.444444444,0.5,0.535419699,0.786970994,0.545454545,0.276579926,0.671497585,0.814814815,0.698,0.591591592,0.426729431,0.52823039,0.509820666,0.467866324,0.395348837,0.071428571,0.177406199,0.546120059,0.086071987,0.459937565,0.269230769,0.414414414,0.658666667,0.791,0.393939394,0.642857163,0.435897436,0.435897436,0.266666667,0.769230769,0.0,0.0
mantuu,0.780487805,0.139534884,0.85483871,0.663551402,0.580578512,0.722222222,0.123001425,0.090211132,0.095406905,0.765217391,0.580578512,0.1,0.048309179,0.125661253,0.25,0.5,0.555555556,0.127122756,0.476462197,0.101604278,0.065427509,0.502415459,0.592592593,0.8,0.474474474,0.117069177,0.127320955,0.117847993,0.097686375,0.151162791,0.0,0.046900489,0.1238653,0.010954617,0.116545265,0.076923077,0.036036036,0.748,0.756,0.333333333,0.642857163,0.115384615,0.115384615,0.2,0.0,0.2,0.0
El1an,0.756097561,0.186046512,0.735483871,0.691588785,0.603305785,0.703703704,0.460345101,0.090211132,0.376078915,0.730434783,0.603305785,0.136666667,0.183574879,0.47133797,0.25,0.388888889,0.444444444,0.476467734,0.623870661,0.412655971,0.214869888,0.652173913,0.666666667,0.791,0.507507508,0.446377405,0.468359227,0.465414176,0.401028278,0.290697674,0.214285714,0.139274062,0.510980966,0.062597809,0.420395421,0.355769231,0.144144144,0.722666667,0.641,0.333333333,0.642857163,0.5,0.5,0.355555556,0.153846154,0.0,0.0
SunPayus,0.817073171,0.139534884,0.870967742,0.700934579,0.599173554,0.740740741,0.45290486,0.166986564,0.351572133,0.782608696,0.599173554,0.11,0.178743961,0.453424909,0.1875,0.388888889,0.5,0.477438137,0.677127913,0.431372549,0.204460967,0.729468599,0.728395062,0.759,0.540540541,0.413221449,0.483516484,0.446626815,0.36503856,0.302325581,0.142857143,0.170676998,0.444509517,0.086071987,0.452653486,0.221153846,0.135135135,0.725333333,0.745,0.515151515,0.61904766,0.448717949,0.448717949,0.466666667,0.230769231,0.2,0.0
nawwk,0.817073171,0.093023256,0.851612903,0.663551402,0.576446281,0.777777778,0.69415862,0.226487524,0.50431566,0.860869565,0.576446281,0.086666667,0.263285024,0.674050324,0.125,0.388888889,0.611111111,0.727316836,0.930575369,0.483065954,0.241635688,0.685990338,0.567901235,0.77,0.393393393,0.600695866,0.741568776,0.649017933,0.573264781,0.639534884,0.285714286,0.272022838,0.667935578,0.087636933,0.703433923,0.461538462,0.126126126,0.828,0.712,0.424242424,0.61904766,0.91025641,0.91025641,0.822222222,1.0,1.0,0.0
Sico,0.695121951,0.279069767,0.793548387,0.579439252,0.595041322,0.648148148,0.249327212,0.462571977,0.226418002,0.617391304,0.595041322,0.183333333,0.1147343,0.268398867,0.5,0.555555556,0.611111111,0.263464338,0.451735616,0.170231729,0.104089219,0.536231884,0.49382716,0.818,0.357357357,0.259721654,0.268283441,0.242527754,0.205655527,0.174418605,0.0,0.235929853,0.009370425,0.128325509,0.29760666,0.25,0.036036036,0.861333333,0.594,0.181818182,0.61904766,0.115384615,0.115384615,0.2,0.076923077,0.0,0.0
woxic,0.780487805,0.186046512,0.796774194,0.682242991,0.630165289,0.722222222,0.650308691,0.176583493,0.516800247,0.756521739,0.630165289,0.126666667,0.254830918,0.652509302,0.25,0.388888889,0.5,0.681707909,0.760342368,0.560606061,0.311524164,0.603864734,0.641975309,0.765,0.474474474,0.600286533,0.688518378,0.632792485,0.526992288,0.523255814,0.214285714,0.24367863,0.661786237,0.090766823,0.551508845,0.75,0.198198198,0.786666667,0.717,0.333333333,0.61904766,0.679487179,0.679487179,0.644444444,0.230769231,0.2,0.0
r1nkle,0.853658537,0.209302326,0.783870968,0.813084112,0.727272727,0.851851852,0.32167168,0.113243762,0.240906289,0.817391304,0.727272727,0.123333333,0.117149758,0.297989429,0.1875,0.388888889,0.555555556,0.321931101,0.624346172,0.299465241,0.142750929,0.724637681,0.765432099,0.76,0.567567568,0.263814982,0.303524062,0.325362938,0.298200514,0.325581395,0.142857143,0.106035889,0.347584187,0.053208138,0.284079084,0.25,0.099099099,0.748,0.745,0.333333333,0.61904766,0.333333333,0.333333333,0.2,0.384615385,0.0,0.0
sk0R,0.853658537,0.348837209,0.793548387,0.841121495,0.845041322,0.87037037,0.520183631,0.481765835,0.421239211,0.739130435,0.845041322,0.186666667,0.185990338,0.471451343,0.5,0.555555556,0.555555556,0.522561863,0.664289111,0.442067736,0.299628253,0.473429952,0.654320988,0.793,0.51951952,0.407695456,0.502463054,0.50469684,0.455012853,0.662790698,0.285714286,0.514885808,0.036310395,0.17057903,0.495317378,0.480769231,0.207207207,0.894666667,0.768,0.606060606,0.61904766,0.448717949,0.448717949,0.377777778,0.307692308,0.2,0.0
XELLOW,0.792682927,0.255813953,0.780645161,0.747663551,0.628099174,0.777777778,0.555960108,0.226487524,0.447749692,0.739130435,0.628099174,0.063333333,0.207729469,0.538228512,0.1875,0.444444444,0.611111111,0.569626395,0.689966714,0.521390374,0.275092937,0.642512077,0.716049383,0.717,0.525525526,0.488538682,0.553997726,0.567036721,0.437017995,0.604651163,0.071428571,0.181076672,0.588872621,0.070422535,0.57648283,0.182692308,0.153153153,0.678666667,0.647,0.303030303,0.61904766,0.628205128,0.628205128,0.444444444,0.307692308,1.0,0.0
huNter,0.768292683,0.302325581,0.793548387,0.691588785,0.729338843,0.759259259,0.417919899,0.531669866,0.356966708,0.67826087,0.729338843,0.21,0.161835749,0.412837089,0.4375,0.5,0.5,0.423823387,0.555397052,0.311942959,0.224535316,0.439613527,0.543209877,0.761,0.408408408,0.385182153,0.408866995,0.409052092,0.40874036,0.325581395,0.214285714,0.406810767,0.004392387,0.314553991,0.40062435,0.5,0.045045045,0.790666667,0.674,0.242424242,0.61904766,0.269230769,0.269230769,0.288888889,0.230769231,0.0,0.0
GuardiaN,0.597560976,0.418604651,0.6,0.663551402,0.541322314,0.537037037,0.059521925,0.232245681,0.063810111,0.469565217,0.541322314,0.12,0.025362319,0.07067496,0.375,0.444444444,0.5,0.064774381,0.383262007,0.079322638,0.065427509,0.367149758,0.716049383,0.7,0.681681682,0.070405239,0.068965517,0.056362084,0.046272494,0.011627907,0.071428571,0.014885808,0.067935578,0.012519562,0.062434964,0.076923077,0.0,0.302666667,0.455,0.090909091,0.61904766,0.076923077,0.076923077,0.022222222,0.0,0.0,0.0
yuurih,0.780487805,0.255813953,0.796774194,0.663551402,0.766528926,0.722222222,0.358556277,0.383877159,0.303329223,0.686956522,0.766528926,0.18,0.146135266,0.362159,0.625,0.444444444,0.555555556,0.377971858,0.54255825,0.256684492,0.162081784,0.516908213,0.530864198,0.737,0.378378378,0.332378223,0.389162562,0.330486763,0.303341902,0.279069767,0.214285714,0.378874388,0.007027818,0.043818466,0.340270552,0.346153846,0.054054054,0.754666667,0.623,0.303030303,0.61904766,0.358974359,0.358974359,0.177777778,0.230769231,0.0,0.0
FREDDyFROG,0.93902439,0.372093023,0.883870968,0.906542056,0.94214876,0.925925926,0.016621814,0.485604607,0.011405672,0.765217391,0.94214876,0.103333333,0.006038647,0.015235171,0.25,0.444444444,0.611111111,0.015526443,0.416072278,0.015151515,0.009665428,0.502415459,0.728395062,0.556,0.468468468,0.011870651,0.013262599,0.018787361,0.01285347,0.034883721,0.0,0.015701468,0.000585652,0.007824726,0.024973985,0.009615385,0.009009009,0.666666667,0.667,0.060606061,0.61904766,0.025641026,0.025641026,0.044444444,0.0,0.0,0.0
